,adm_0_name,adm_0_code,adm_1_name,adm_1_code,adm_2_name,adm_2_code,calendar_start_date,calendar_end_date,case_total
1215,Argentina,12,Chaco,432,Independencia,NA,10/05/2020,16/05/2020,0
1216,Argentina,12,Chaco,432,Independencia,NA,10/05/2020,16/05/2020,7
1217,Argentina,12,Chaco,432,Independencia,NA,10/05/2020,16/05/2020,2
1218,Argentina,12,Chaco,432,Libertador General San Martin,NA,10/05/2020,16/05/2020,0
1219,Argentina,12,Chaco,432,Libertador General San Martin,NA,10/05/2020,16/05/2020,1
1220,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,10/05/2020,16/05/2020,2
1221,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,10/05/2020,16/05/2020,0
1222,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,10/05/2020,16/05/2020,4
1223,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,10/05/2020,16/05/2020,5
1224,Argentina,12,Chaco,432,9 De Julio,NA,10/05/2020,16/05/2020,1
1225,Argentina,12,Chaco,432,9 De Julio,NA,10/05/2020,16/05/2020,0
1226,Argentina,12,Chaco,432,9 De Julio,NA,10/05/2020,16/05/2020,2
1227,Argentina,12,Chaco,432,9 De Julio,NA,10/05/2020,16/05/2020,3
1228,Argentina,12,Chaco,432,O'higgins,NA,10/05/2020,16/05/2020,1
1229,Argentina,12,Chaco,432,Presidencia De La Plaza,NA,10/05/2020,16/05/2020,0
1230,Argentina,12,Chaco,432,Quitilipi,NA,10/05/2020,16/05/2020,2
1231,Argentina,12,Chaco,432,Quitilipi,NA,10/05/2020,16/05/2020,0
1232,Argentina,12,Chaco,432,Quitilipi,NA,10/05/2020,16/05/2020,1
1233,Argentina,12,Chaco,432,San Fernando,NA,10/05/2020,16/05/2020,2
1234,Argentina,12,Chaco,432,San Fernando,NA,10/05/2020,16/05/2020,0
1235,Argentina,12,Chaco,432,San Fernando,NA,10/05/2020,16/05/2020,6
1236,Argentina,12,Chaco,432,San Fernando,NA,10/05/2020,16/05/2020,7
1237,Argentina,12,Chaco,432,San Lorenzo,NA,10/05/2020,16/05/2020,1
1238,Argentina,12,Chaco,432,San Lorenzo,NA,10/05/2020,16/05/2020,0
1239,Argentina,12,Chaco,432,25 De Mayo,NA,10/05/2020,16/05/2020,1
1240,Argentina,12,Formosa,437,Escalante,NA,10/05/2020,16/05/2020,1
1241,Argentina,12,Entre Rios,436,Gualeguaychu,NA,10/05/2020,16/05/2020,2
1242,Argentina,12,Entre Rios,436,Gualeguaychu,NA,10/05/2020,16/05/2020,0
1243,Argentina,12,Entre Rios,436,Parana,NA,10/05/2020,16/05/2020,0
1244,Argentina,12,Entre Rios,436,Parana,NA,10/05/2020,16/05/2020,4
1245,Argentina,12,Entre Rios,436,Uruguay,NA,10/05/2020,16/05/2020,0
1246,Argentina,12,Formosa,437,Formosa,NA,10/05/2020,16/05/2020,11
1247,Argentina,12,Formosa,437,Formosa,NA,10/05/2020,16/05/2020,0
1248,Argentina,12,Formosa,437,Formosa,NA,10/05/2020,16/05/2020,30
1249,Argentina,12,Formosa,437,Formosa,NA,10/05/2020,16/05/2020,27
1250,Argentina,12,Formosa,437,Laishi,NA,10/05/2020,16/05/2020,2
1251,Argentina,12,Formosa,437,Laishi,NA,10/05/2020,16/05/2020,0
1252,Argentina,12,Formosa,437,Matacos,NA,10/05/2020,16/05/2020,1
1253,Argentina,12,Formosa,437,Matacos,NA,10/05/2020,16/05/2020,0
1254,Argentina,12,Formosa,437,Patino,NA,10/05/2020,16/05/2020,0
1255,Argentina,12,Formosa,437,Pilagas,NA,10/05/2020,16/05/2020,0
1256,Argentina,12,Formosa,437,Pilagas,NA,10/05/2020,16/05/2020,2
1257,Argentina,12,Formosa,437,Pilagas,NA,10/05/2020,16/05/2020,1
1258,Argentina,12,Formosa,437,Pilcomayo,NA,10/05/2020,16/05/2020,1
1259,Argentina,12,Formosa,437,Pilcomayo,NA,10/05/2020,16/05/2020,0
1260,Argentina,12,Formosa,437,Pilcomayo,NA,10/05/2020,16/05/2020,7
1261,Argentina,12,Formosa,437,Pirane,NA,10/05/2020,16/05/2020,0
1262,Argentina,12,Formosa,437,Pirane,NA,10/05/2020,16/05/2020,1
1263,Argentina,12,Formosa,437,Ramon Lista,NA,10/05/2020,16/05/2020,1
1264,Argentina,12,Formosa,437,Ramon Lista,NA,10/05/2020,16/05/2020,0
1265,Argentina,12,Jujuy,438,El Carmen,NA,10/05/2020,16/05/2020,4
1266,Argentina,12,Jujuy,438,El Carmen,NA,10/05/2020,16/05/2020,0
1267,Argentina,12,Jujuy,438,El Carmen,NA,10/05/2020,16/05/2020,5
1268,Argentina,12,Jujuy,438,El Carmen,NA,10/05/2020,16/05/2020,6
1269,Argentina,12,Jujuy,438,Dr. Manuel Belgrano,NA,10/05/2020,16/05/2020,1
1270,Argentina,12,Jujuy,438,Dr. Manuel Belgrano,NA,10/05/2020,16/05/2020,0
1271,Argentina,12,Jujuy,438,Dr. Manuel Belgrano,NA,10/05/2020,16/05/2020,4
1272,Argentina,12,Jujuy,438,Ledesma,NA,10/05/2020,16/05/2020,6
1273,Argentina,12,Jujuy,438,Ledesma,NA,10/05/2020,16/05/2020,0
1274,Argentina,12,Jujuy,438,Ledesma,NA,10/05/2020,16/05/2020,12
1275,Argentina,12,Jujuy,438,Ledesma,NA,10/05/2020,16/05/2020,13
1276,Argentina,12,Jujuy,438,San Pedro,NA,10/05/2020,16/05/2020,28
1277,Argentina,12,Jujuy,438,San Pedro,NA,10/05/2020,16/05/2020,0
1278,Argentina,12,Jujuy,438,San Pedro,NA,10/05/2020,16/05/2020,65
1279,Argentina,12,Jujuy,438,Santa Barbara,NA,10/05/2020,16/05/2020,1
1280,Argentina,12,Jujuy,438,Santa Barbara,NA,10/05/2020,16/05/2020,0
1281,Argentina,12,Jujuy,438,Santa Barbara,NA,10/05/2020,16/05/2020,3
1282,Argentina,12,La Rioja,440,Capital,NA,10/05/2020,16/05/2020,3
1283,Argentina,12,La Rioja,440,Capital,NA,10/05/2020,16/05/2020,0
1284,Argentina,12,La Rioja,440,Chamical ,NA,10/05/2020,16/05/2020,1
1285,Argentina,12,La Rioja,440,Chamical ,NA,10/05/2020,16/05/2020,0
1286,Argentina,12,Mendoza,441,Lujan De Cuyo,NA,10/05/2020,16/05/2020,0
1287,Argentina,12,Misiones,442,Capital,NA,10/05/2020,16/05/2020,2
1288,Argentina,12,Misiones,442,Capital,NA,10/05/2020,16/05/2020,1
1289,Argentina,12,Misiones,442,Capital,NA,10/05/2020,16/05/2020,0
1290,Argentina,12,Misiones,442,Eldorado,NA,10/05/2020,16/05/2020,1
1291,Argentina,12,Misiones,442,Eldorado,NA,10/05/2020,16/05/2020,0
1292,Argentina,12,Misiones,442,Eldorado,NA,10/05/2020,16/05/2020,3
1293,Argentina,12,Misiones,442,Eldorado,NA,10/05/2020,16/05/2020,2
1294,Argentina,12,Misiones,442,General Manuel Belgrano,NA,10/05/2020,16/05/2020,2
1295,Argentina,12,Misiones,442,Iguazu,NA,10/05/2020,16/05/2020,1
1296,Argentina,12,Misiones,442,Iguazu,NA,10/05/2020,16/05/2020,0
1297,Argentina,12,Misiones,442,Iguazu,NA,10/05/2020,16/05/2020,4
1298,Argentina,12,Misiones,442,Iguazu,NA,10/05/2020,16/05/2020,3
1299,Argentina,12,Misiones,442,Montecarlo,NA,10/05/2020,16/05/2020,0
1300,Argentina,12,Misiones,442,Montecarlo,NA,10/05/2020,16/05/2020,1
1301,Argentina,12,Misiones,442,Montecarlo,NA,10/05/2020,16/05/2020,3
1302,Argentina,12,Misiones,442,San Pedro,NA,10/05/2020,16/05/2020,0
1303,Argentina,12,Misiones,442,San Pedro,NA,10/05/2020,16/05/2020,2
1304,Argentina,12,Salta,445,Anta,NA,10/05/2020,16/05/2020,2
1305,Argentina,12,Salta,445,Anta,NA,10/05/2020,16/05/2020,0
1306,Argentina,12,Salta,445,Anta,NA,10/05/2020,16/05/2020,1
1307,Argentina,12,Salta,445,Capital,NA,10/05/2020,16/05/2020,0
1308,Argentina,12,Salta,445,Capital,NA,10/05/2020,16/05/2020,1
1309,Argentina,12,Salta,445,General Guemes,NA,10/05/2020,16/05/2020,2
1310,Argentina,12,Salta,445,General Guemes,NA,10/05/2020,16/05/2020,0
1311,Argentina,12,Salta,445,Grl. Jose De San Martin,NA,10/05/2020,16/05/2020,6
1312,Argentina,12,Salta,445,Grl. Jose De San Martin,NA,10/05/2020,16/05/2020,0
1313,Argentina,12,Salta,445,Grl. Jose De San Martin,NA,10/05/2020,16/05/2020,12
1314,Argentina,12,Salta,445,Metan,NA,10/05/2020,16/05/2020,2
1315,Argentina,12,Salta,445,Metan,NA,10/05/2020,16/05/2020,0
1316,Argentina,12,Salta,445,Oran,NA,10/05/2020,16/05/2020,4
1317,Argentina,12,Salta,445,Oran,NA,10/05/2020,16/05/2020,0
1318,Argentina,12,Salta,445,Oran,NA,10/05/2020,16/05/2020,3
1319,Argentina,12,Salta,445,Oran,NA,10/05/2020,16/05/2020,7
1320,Argentina,12,Salta,445,Rosario De La Frontera,NA,10/05/2020,16/05/2020,1
1321,Argentina,12,Salta,445,Rosario De La Frontera,NA,10/05/2020,16/05/2020,0
1322,Argentina,12,Salta,445,Rosario De Lerma,NA,10/05/2020,16/05/2020,0
1323,Argentina,12,San Juan,446,Albardon,NA,10/05/2020,16/05/2020,1
1324,Argentina,12,San Juan,446,Capital,NA,10/05/2020,16/05/2020,2
1325,Argentina,12,San Juan,446,Rawson,NA,10/05/2020,16/05/2020,2
1326,Argentina,12,San Juan,446,Rawson,NA,10/05/2020,16/05/2020,0
1327,Argentina,12,San Juan,446,Rawson,NA,10/05/2020,16/05/2020,3
1328,Argentina,12,San Juan,446,Rivadavia,NA,10/05/2020,16/05/2020,1
1329,Argentina,12,Santa Fe,449,Belgrano,NA,10/05/2020,16/05/2020,1
1330,Argentina,12,Santa Fe,449,Belgrano,NA,10/05/2020,16/05/2020,0
1331,Argentina,12,Santa Fe,449,Caseros,NA,10/05/2020,16/05/2020,1
1332,Argentina,12,Santa Fe,449,Castellanos,NA,10/05/2020,16/05/2020,0
1333,Argentina,12,Santa Fe,449,Castellanos,NA,10/05/2020,16/05/2020,5
1334,Argentina,12,Santa Fe,449,Castellanos,NA,10/05/2020,16/05/2020,4
1335,Argentina,12,Santa Fe,449,Constitucion,NA,10/05/2020,16/05/2020,1
1336,Argentina,12,Santa Fe,449,General Obligado,NA,10/05/2020,16/05/2020,1
1337,Argentina,12,Santa Fe,449,General Obligado,NA,10/05/2020,16/05/2020,0
1338,Argentina,12,Santa Fe,449,General Obligado,NA,10/05/2020,16/05/2020,11
1339,Argentina,12,Santa Fe,449,General Obligado,NA,10/05/2020,16/05/2020,5
1340,Argentina,12,Santa Fe,449,La Capital,NA,10/05/2020,16/05/2020,2
1341,Argentina,12,Santa Fe,449,La Capital,NA,10/05/2020,16/05/2020,0
1342,Argentina,12,Santa Fe,449,La Capital,NA,10/05/2020,16/05/2020,3
1343,Argentina,12,Santa Fe,449,9 De Julio,NA,10/05/2020,16/05/2020,0
1344,Argentina,12,Santa Fe,449,Rosario,NA,10/05/2020,16/05/2020,9
1345,Argentina,12,Santa Fe,449,Rosario,NA,10/05/2020,16/05/2020,0
1346,Argentina,12,Santa Fe,449,Rosario,NA,10/05/2020,16/05/2020,23
1347,Argentina,12,Santa Fe,449,Rosario,NA,10/05/2020,16/05/2020,15
1348,Argentina,12,Santa Fe,449,San Cristobal,NA,10/05/2020,16/05/2020,0
1349,Argentina,12,Santa Fe,449,San Cristobal,NA,10/05/2020,16/05/2020,1
1350,Argentina,12,Santa Fe,449,San Jeronimo,NA,10/05/2020,16/05/2020,1
1351,Argentina,12,Santa Fe,449,San Jeronimo,NA,10/05/2020,16/05/2020,0
1352,Argentina,12,Santa Fe,449,San Justo,NA,10/05/2020,16/05/2020,1
1353,Argentina,12,Santa Fe,449,San Lorenzo,NA,10/05/2020,16/05/2020,0
1354,Argentina,12,Santa Fe,449,San Martin,NA,10/05/2020,16/05/2020,0
1355,Argentina,12,Santa Fe,449,San Martin,NA,10/05/2020,16/05/2020,1
1356,Argentina,12,Tucuman,452,Capital,NA,10/05/2020,16/05/2020,0
1357,Argentina,12,Tucuman,452,Capital,NA,10/05/2020,16/05/2020,1
1358,Argentina,12,Tucuman,452,Tafi Viejo,NA,10/05/2020,16/05/2020,1
1359,Argentina,12,Cordoba,434,(En Blanco),NA,10/05/2020,16/05/2020,0
1360,Argentina,12,Cordoba,434,(En Blanco),NA,10/05/2020,16/05/2020,1
1361,Argentina,12,Corrientes,435,(En Blanco),NA,10/05/2020,16/05/2020,0
1362,Argentina,12,Salta,445,(En Blanco),NA,10/05/2020,16/05/2020,0
1363,Argentina,12,Formosa,437,*Sin Dato*,NA,03/05/2020,09/05/2020,0
1364,Argentina,12,Buenos Aires D.f.,430,Comuna 1,NA,03/05/2020,09/05/2020,14
1365,Argentina,12,Buenos Aires D.f.,430,Comuna 1,NA,03/05/2020,09/05/2020,0
1366,Argentina,12,Buenos Aires D.f.,430,Comuna 1,NA,03/05/2020,09/05/2020,43
1367,Argentina,12,Buenos Aires D.f.,430,Comuna 1,NA,03/05/2020,09/05/2020,28
1368,Argentina,12,Buenos Aires D.f.,430,Comuna 3,NA,03/05/2020,09/05/2020,0
1369,Argentina,12,Buenos Aires D.f.,430,Comuna 4,NA,03/05/2020,09/05/2020,0
1370,Argentina,12,Buenos Aires D.f.,430,Comuna 4,NA,03/05/2020,09/05/2020,2
1371,Argentina,12,Buenos Aires D.f.,430,Comuna 4,NA,03/05/2020,09/05/2020,4
1372,Argentina,12,Buenos Aires D.f.,430,Comuna 5,NA,03/05/2020,09/05/2020,1
1373,Argentina,12,Buenos Aires D.f.,430,Comuna 6,NA,03/05/2020,09/05/2020,1
1374,Argentina,12,Buenos Aires D.f.,430,*Sin Dato*,NA,03/05/2020,09/05/2020,1
1375,Argentina,12,Buenos Aires D.f.,430,Comuna 7,NA,03/05/2020,09/05/2020,1
1376,Argentina,12,Buenos Aires D.f.,430,Comuna 7,NA,03/05/2020,09/05/2020,0
1377,Argentina,12,Buenos Aires D.f.,430,Comuna 7,NA,03/05/2020,09/05/2020,12
1378,Argentina,12,Buenos Aires D.f.,430,Comuna 7,NA,03/05/2020,09/05/2020,5
1379,Argentina,12,Buenos Aires D.f.,430,Comuna 8,NA,03/05/2020,09/05/2020,0
1380,Argentina,12,Buenos Aires D.f.,430,Comuna 8,NA,03/05/2020,09/05/2020,3
1381,Argentina,12,Buenos Aires D.f.,430,Comuna 8,NA,03/05/2020,09/05/2020,2
1382,Argentina,12,Buenos Aires D.f.,430,Comuna 9,NA,03/05/2020,09/05/2020,0
1383,Argentina,12,Buenos Aires D.f.,430,Comuna 9,NA,03/05/2020,09/05/2020,5
1384,Argentina,12,Buenos Aires D.f.,430,Comuna 9,NA,03/05/2020,09/05/2020,1
1385,Argentina,12,Buenos Aires D.f.,430,Comuna 10,NA,03/05/2020,09/05/2020,1
1386,Argentina,12,Buenos Aires D.f.,430,Comuna 10,NA,03/05/2020,09/05/2020,0
1387,Argentina,12,Buenos Aires D.f.,430,Comuna 10,NA,03/05/2020,09/05/2020,2
1388,Argentina,12,Buenos Aires D.f.,430,Comuna 11,NA,03/05/2020,09/05/2020,0
1389,Argentina,12,Buenos Aires D.f.,430,Comuna 12,NA,03/05/2020,09/05/2020,1
1390,Argentina,12,Buenos Aires D.f.,430,Comuna 12,NA,03/05/2020,09/05/2020,0
1391,Argentina,12,Buenos Aires D.f.,430,Comuna 14,NA,03/05/2020,09/05/2020,2
1392,Argentina,12,Buenos Aires,429,Almirante Brown,NA,03/05/2020,09/05/2020,1
1393,Argentina,12,Buenos Aires,429,Almirante Brown,NA,03/05/2020,09/05/2020,0
1394,Argentina,12,Buenos Aires,429,Avellaneda,NA,03/05/2020,09/05/2020,0
1395,Argentina,12,Buenos Aires,429,Avellaneda,NA,03/05/2020,09/05/2020,2
1396,Argentina,12,Buenos Aires,429,Berazategui,NA,03/05/2020,09/05/2020,0
1397,Argentina,12,Buenos Aires,429,Berazategui,NA,03/05/2020,09/05/2020,3
1398,Argentina,12,Buenos Aires,429,Berazategui,NA,03/05/2020,09/05/2020,2
1399,Argentina,12,Buenos Aires,429,Berisso,NA,03/05/2020,09/05/2020,0
1400,Argentina,12,Buenos Aires,429,Chivilcoy,NA,03/05/2020,09/05/2020,1
1401,Argentina,12,Buenos Aires,429,Esteban Echeverria,NA,03/05/2020,09/05/2020,2
1402,Argentina,12,Buenos Aires,429,Esteban Echeverria,NA,03/05/2020,09/05/2020,1
1403,Argentina,12,Buenos Aires,429,Esteban Echeverria,NA,03/05/2020,09/05/2020,0
1404,Argentina,12,Buenos Aires,429,Florencio Varela,NA,03/05/2020,09/05/2020,0
1405,Argentina,12,Buenos Aires,429,Florencio Varela,NA,03/05/2020,09/05/2020,1
1406,Argentina,12,Buenos Aires,429,General San Martin,NA,03/05/2020,09/05/2020,2
1407,Argentina,12,Buenos Aires,429,General San Martin,NA,03/05/2020,09/05/2020,0
1408,Argentina,12,Buenos Aires,429,Hurlingham,NA,03/05/2020,09/05/2020,2
1409,Argentina,12,Buenos Aires,429,Hurlingham,NA,03/05/2020,09/05/2020,0
1410,Argentina,12,Buenos Aires,429,Ituzaingo,NA,03/05/2020,09/05/2020,2
1411,Argentina,12,Buenos Aires,429,Ituzaingo,NA,03/05/2020,09/05/2020,0
1412,Argentina,12,Buenos Aires,429,La Matanza,NA,03/05/2020,09/05/2020,1
1413,Argentina,12,Buenos Aires,429,La Matanza,NA,03/05/2020,09/05/2020,0
1414,Argentina,12,Buenos Aires,429,La Matanza,NA,03/05/2020,09/05/2020,7
1415,Argentina,12,Buenos Aires,429,La Matanza,NA,03/05/2020,09/05/2020,5
1416,Argentina,12,Buenos Aires,429,Lanus,NA,03/05/2020,09/05/2020,1
1417,Argentina,12,Buenos Aires,429,Lanus,NA,03/05/2020,09/05/2020,0
1418,Argentina,12,Buenos Aires,429,Lanus,NA,03/05/2020,09/05/2020,3
1419,Argentina,12,Buenos Aires,429,Lanus,NA,03/05/2020,09/05/2020,2
1420,Argentina,12,Buenos Aires,429,La Plata,NA,03/05/2020,09/05/2020,0
1421,Argentina,12,Buenos Aires,429,La Plata,NA,03/05/2020,09/05/2020,1
1422,Argentina,12,Buenos Aires,429,Lomas De Zamora,NA,03/05/2020,09/05/2020,0
1423,Argentina,12,Buenos Aires,429,Lomas De Zamora,NA,03/05/2020,09/05/2020,1
1424,Argentina,12,Buenos Aires,429,Lomas De Zamora,NA,03/05/2020,09/05/2020,2
1425,Argentina,12,Buenos Aires,429,Merlo,NA,03/05/2020,09/05/2020,0
1426,Argentina,12,Buenos Aires,429,Moreno,NA,03/05/2020,09/05/2020,0
1427,Argentina,12,Buenos Aires,429,Moreno,NA,03/05/2020,09/05/2020,1
1428,Argentina,12,Buenos Aires,429,Moron,NA,03/05/2020,09/05/2020,4
1429,Argentina,12,Buenos Aires,429,Moron,NA,03/05/2020,09/05/2020,0
1430,Argentina,12,Buenos Aires,429,Moron,NA,03/05/2020,09/05/2020,3
1431,Argentina,12,Buenos Aires,429,Quilmes,NA,03/05/2020,09/05/2020,0
1432,Argentina,12,Buenos Aires,429,Quilmes,NA,03/05/2020,09/05/2020,5
1433,Argentina,12,Buenos Aires,429,Quilmes,NA,03/05/2020,09/05/2020,1
1434,Argentina,12,Buenos Aires,429,San Fernando,NA,03/05/2020,09/05/2020,1
1435,Argentina,12,Buenos Aires,429,San Isidro,NA,03/05/2020,09/05/2020,0
1436,Argentina,12,Buenos Aires,429,San Isidro,NA,03/05/2020,09/05/2020,2
1437,Argentina,12,Buenos Aires,429,San Isidro,NA,03/05/2020,09/05/2020,1
1438,Argentina,12,Buenos Aires,429,San Nicolas,NA,03/05/2020,09/05/2020,0
1439,Argentina,12,Buenos Aires,429,San Vicente,NA,03/05/2020,09/05/2020,0
1440,Argentina,12,Buenos Aires,429,Tres De Febrero,NA,03/05/2020,09/05/2020,1
1441,Argentina,12,Buenos Aires,429,Tres De Febrero,NA,03/05/2020,09/05/2020,0
1442,Argentina,12,Buenos Aires,429,Tres De Febrero,NA,03/05/2020,09/05/2020,4
1443,Argentina,12,Buenos Aires,429,Vicente Lopez,NA,03/05/2020,09/05/2020,0
1444,Argentina,12,Buenos Aires,429,Vicente Lopez,NA,03/05/2020,09/05/2020,1
1445,Argentina,12,Catamarca,431,Andalgala,NA,03/05/2020,09/05/2020,1
1446,Argentina,12,Catamarca,431,Andalgala,NA,03/05/2020,09/05/2020,0
1447,Argentina,12,Catamarca,431,Capital,NA,03/05/2020,09/05/2020,1
1448,Argentina,12,Catamarca,431,Capital,NA,03/05/2020,09/05/2020,0
1449,Argentina,12,Cordoba,434,Capital,NA,03/05/2020,09/05/2020,8
1450,Argentina,12,Cordoba,434,Capital,NA,03/05/2020,09/05/2020,0
1451,Argentina,12,Cordoba,434,Capital,NA,03/05/2020,09/05/2020,12
1452,Argentina,12,Cordoba,434,Capital,NA,03/05/2020,09/05/2020,15
1453,Argentina,12,Cordoba,434,Colon,NA,03/05/2020,09/05/2020,1
1454,Argentina,12,Cordoba,434,Colon,NA,03/05/2020,09/05/2020,0
1455,Argentina,12,Cordoba,434,Cruz Del Eje,NA,03/05/2020,09/05/2020,0
1456,Argentina,12,Cordoba,434,Punilla,NA,03/05/2020,09/05/2020,1
1457,Argentina,12,Cordoba,434,San Justo,NA,03/05/2020,09/05/2020,2
1458,Argentina,12,Cordoba,434,San Justo,NA,03/05/2020,09/05/2020,0
1459,Argentina,12,Cordoba,434,San Justo,NA,03/05/2020,09/05/2020,6
1460,Argentina,12,Cordoba,434,San Justo,NA,03/05/2020,09/05/2020,8
1461,Argentina,12,Cordoba,434,Tercero Arriba,NA,03/05/2020,09/05/2020,0
1462,Argentina,12,Cordoba,434,Tulumba,NA,03/05/2020,09/05/2020,1
1463,Argentina,12,Cordoba,434,Union,NA,03/05/2020,09/05/2020,0
1464,Argentina,12,Corrientes,435,Capital,NA,03/05/2020,09/05/2020,14
1465,Argentina,12,Corrientes,435,Capital,NA,03/05/2020,09/05/2020,0
1466,Argentina,12,Corrientes,435,Capital,NA,03/05/2020,09/05/2020,53
1467,Argentina,12,Corrientes,435,Capital,NA,03/05/2020,09/05/2020,36
1468,Argentina,12,Corrientes,435,Curuzu Cuatia,NA,03/05/2020,09/05/2020,1
1469,Argentina,12,Corrientes,435,General Paz,NA,03/05/2020,09/05/2020,1
1470,Argentina,12,Corrientes,435,General Paz,NA,03/05/2020,09/05/2020,0
1471,Argentina,12,Corrientes,435,Goya,NA,03/05/2020,09/05/2020,0
1472,Argentina,12,Corrientes,435,Goya,NA,03/05/2020,09/05/2020,1
1473,Argentina,12,Corrientes,435,Itati,NA,03/05/2020,09/05/2020,1
1474,Argentina,12,Corrientes,435,Itati,NA,03/05/2020,09/05/2020,0
1475,Argentina,12,Corrientes,435,Ituzaingo,NA,03/05/2020,09/05/2020,1
1476,Argentina,12,Corrientes,435,Ituzaingo,NA,03/05/2020,09/05/2020,0
1477,Argentina,12,Corrientes,435,Ituzaingo,NA,03/05/2020,09/05/2020,6
1478,Argentina,12,Corrientes,435,Ituzaingo,NA,03/05/2020,09/05/2020,4
1479,Argentina,12,Corrientes,435,Mercedes,NA,03/05/2020,09/05/2020,0
1480,Argentina,12,Corrientes,435,Mercedes,NA,03/05/2020,09/05/2020,1
1481,Argentina,12,Corrientes,435,Mercedes,NA,03/05/2020,09/05/2020,2
1482,Argentina,12,Corrientes,435,San Cosme,NA,03/05/2020,09/05/2020,0
1483,Argentina,12,Corrientes,435,San Cosme,NA,03/05/2020,09/05/2020,3
1484,Argentina,12,Corrientes,435,San Cosme,NA,03/05/2020,09/05/2020,1
1485,Argentina,12,Corrientes,435,San Luis Del Palmar,NA,03/05/2020,09/05/2020,0
1486,Argentina,12,Corrientes,435,San Miguel,NA,03/05/2020,09/05/2020,1
1487,Argentina,12,Corrientes,435,Santo Tome,NA,03/05/2020,09/05/2020,0
1488,Argentina,12,Corrientes,435,Santo Tome,NA,03/05/2020,09/05/2020,2
1489,Argentina,12,Chaco,432,Almirante Brown,NA,03/05/2020,09/05/2020,6
1490,Argentina,12,Chaco,432,Almirante Brown,NA,03/05/2020,09/05/2020,0
1491,Argentina,12,Chaco,432,Almirante Brown,NA,03/05/2020,09/05/2020,16
1492,Argentina,12,Chaco,432,Comandante Fernandez,NA,03/05/2020,09/05/2020,5
1493,Argentina,12,Chaco,432,Comandante Fernandez,NA,03/05/2020,09/05/2020,0
1494,Argentina,12,Chaco,432,Comandante Fernandez,NA,03/05/2020,09/05/2020,8
1495,Argentina,12,Chaco,432,Chacabuco,NA,03/05/2020,09/05/2020,3
1496,Argentina,12,Chaco,432,Chacabuco,NA,03/05/2020,09/05/2020,0
1497,Argentina,12,Chaco,432,12 De Octubre,NA,03/05/2020,09/05/2020,0
1498,Argentina,12,Chaco,432,12 De Octubre,NA,03/05/2020,09/05/2020,9
1499,Argentina,12,Chaco,432,12 De Octubre,NA,03/05/2020,09/05/2020,4
1500,Argentina,12,Chaco,432,2 De Abril,NA,03/05/2020,09/05/2020,1
1501,Argentina,12,Chaco,432,2 De Abril,NA,03/05/2020,09/05/2020,0
1502,Argentina,12,Chaco,432,2 De Abril,NA,03/05/2020,09/05/2020,5
1503,Argentina,12,Chaco,432,Fray Justo Santa Maria De Oro,NA,03/05/2020,09/05/2020,0
1504,Argentina,12,Chaco,432,Fray Justo Santa Maria De Oro,NA,03/05/2020,09/05/2020,1
1505,Argentina,12,Chaco,432,Fray Justo Santa Maria De Oro,NA,03/05/2020,09/05/2020,2
1506,Argentina,12,Chaco,432,General Belgrano,NA,03/05/2020,09/05/2020,0
1507,Argentina,12,Chaco,432,General Guemes,NA,03/05/2020,09/05/2020,1
1508,Argentina,12,Chaco,432,General Guemes,NA,03/05/2020,09/05/2020,0
1509,Argentina,12,Chaco,432,Independencia,NA,03/05/2020,09/05/2020,9
1510,Argentina,12,Chaco,432,Independencia,NA,03/05/2020,09/05/2020,0
1511,Argentina,12,Chaco,432,Independencia,NA,03/05/2020,09/05/2020,11
1512,Argentina,12,Chaco,432,Independencia,NA,03/05/2020,09/05/2020,10
1513,Argentina,12,Chaco,432,Libertad,NA,03/05/2020,09/05/2020,0
1514,Argentina,12,Chaco,432,Libertador General San Martin,NA,03/05/2020,09/05/2020,0
1515,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,03/05/2020,09/05/2020,1
1516,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,03/05/2020,09/05/2020,0
1517,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,03/05/2020,09/05/2020,2
1518,Argentina,12,Chaco,432,Mayor Luis J. Fontana,NA,03/05/2020,09/05/2020,5
1519,Argentina,12,Chaco,432,9 De Julio,NA,03/05/2020,09/05/2020,0
1520,Argentina,12,Chaco,432,9 De Julio,NA,03/05/2020,09/05/2020,6
1521,Argentina,12,Chaco,432,9 De Julio,NA,03/05/2020,09/05/2020,2
1522,Argentina,12,Chaco,432,O'higgins,NA,03/05/2020,09/05/2020,1
1523,Argentina,12,Chaco,432,O'higgins,NA,03/05/2020,09/05/2020,0
1524,Argentina,12,Chaco,432,1º De Mayo,NA,03/05/2020,09/05/2020,0
1525,Argentina,12,Chaco,432,1º De Mayo,NA,03/05/2020,09/05/2020,2
1526,Argentina,12,Chaco,432,1º De Mayo,NA,03/05/2020,09/05/2020,1
1527,Argentina,12,Chaco,432,Quitilipi,NA,03/05/2020,09/05/2020,2
1528,Argentina,12,Chaco,432,Quitilipi,NA,03/05/2020,09/05/2020,0
